x,y
-3.9698492462311554,47.2917284362545
-3.8693467336683414,41.69133203605581
-3.7688442211055273,32.03360626267653
-3.6683417085427132,15.551553960499223
-3.567839195979899,44.35270249827411
-3.467336683417085,28.44747205963994
-3.366834170854271,36.008213217343496
-3.266331658291457,34.1238481207761
-3.165829145728643,38.26347340345191
-3.065326633165829,39.75988371139154
-2.964824120603015,24.19669230286255
-2.8643216080402008,12.905217538602244
-2.7638190954773867,19.20812919112585
-2.6633165829145726,2.7240981981952146
-2.5628140703517586,19.801119620064057
-2.4623115577889445,30.174744392785563
-2.3618090452261304,18.476354468765578
-2.2613065326633164,15.972808755222276
-2.1608040201005023,25.570401817610552
-2.0603015075376883,3.603447071728919
-1.9597989949748733,12.496966626404422
-1.8592964824120592,-11.367237956092609
-1.7587939698492452,-12.464145704023753
-1.6582914572864311,7.479240706950835
-1.557788944723617,20.70358010138846
-1.457286432160803,11.061432037391215
-1.356783919597989,13.777264323084225
-1.2562814070351749,4.947981427823502
-1.1557788944723608,3.3026838374195973
-1.0552763819095468,12.451901513865378
-0.9547738693467327,6.458095338624805
-0.8542713567839186,15.945327966829433
-0.7537688442211046,2.1842067396962506
-0.6532663316582905,12.840745716531032
-0.5527638190954764,16.51044050892722
-0.4522613065326624,8.340984153384772
-0.3517587939698483,4.7023637580266
-0.25125628140703427,1.1897731563398586
-0.1507537688442202,6.898952926236207
-0.05025125628140614,-8.488731460422441
0.05025125628140792,-1.208312446766969
0.15075376884422198,1.4647601638509908
0.25125628140703604,-3.017634574966224
0.3517587939698501,11.717080501612493
0.45226130653266416,1.2572109871713535
0.5527638190954782,-8.915182336697942
0.6532663316582923,1.8171552891620621
0.7537688442211063,-19.8013607371224
0.8542713567839204,-0.5427295831486134
0.9547738693467345,9.268329851723603
1.0552763819095485,-0.24284392536906196
1.1557788944723626,1.895446695974507
1.2562814070351767,2.2882018807484252
1.3567839195979907,33.04482208905363
1.4572864321608048,3.878719634856569
1.5577889447236188,22.214313546786027
1.658291457286433,7.065726979342502
1.758793969849247,5.230761114592901
1.859296482412061,3.895552288525394
1.959798994974875,2.1423794561406337
2.060301507537689,17.050793156056397
2.160804020100503,13.014924296667573
2.2613065326633173,-0.5677100323306252
2.3618090452261313,15.625345635902834
2.4623115577889454,19.359428944704153
2.5628140703517595,17.131547595989456
2.6633165829145735,6.995436753466049
2.7638190954773876,18.741986050496664
2.8643216080402016,22.79471722780581
2.9648241206030157,19.827713442674316
3.0653266331658298,21.69743490441109
3.165829145728644,36.97387593972741
3.266331658291458,24.92545481670833
3.366834170854272,21.847455524121507
3.467336683417086,25.374362131263595
3.5678391959799,37.01749653637425
3.668341708542714,11.302348824809823
3.768844221105528,43.580051382538585
3.8693467336683423,28.582622770299913
3.9698492462311563,26.478703848742395
4.07035175879397,46.18797253191745
4.170854271356784,30.390710236355226
4.2713567839195985,61.32088942961845
4.371859296482413,35.46009221534529
4.472361809045227,33.88859774737579
4.572864321608041,35.42574346568258
4.673366834170855,46.75079110604622
4.773869346733669,38.18284781699553
4.874371859296483,48.3595906248666
4.974874371859297,46.70427600618739
5.075376884422111,34.866277825924385
5.175879396984925,50.1355028247469
5.276381909547739,56.15354347432527
5.376884422110553,47.70117973965954
5.477386934673367,68.29990214506998
5.577889447236181,56.7443131003267
5.678391959798995,80.09531228118814
5.778894472361809,66.91655981841743
5.8793969849246235,75.13474579011228
5.9798994974874375,65.43828889681629
6.080402010050253,75.0214462697882
6.180904522613066,82.80269054823901
6.2814070351758815,86.40781840220676
6.381909547738694,99.08541839917474
6.48241206030151,85.67193704832134
6.582914572864322,87.0608453895872
6.683417085427138,82.72960707970117
6.78391959798995,70.00211688619082
6.884422110552766,94.58193255561382
6.984924623115578,87.35163006685245
7.085427135678394,90.42415430000693
7.185929648241206,119.89871629113125
7.286432160804022,112.276287947904
7.386934673366834,91.95153308565133
7.48743718592965,106.08606509092527
7.5879396984924625,100.95885412950594
7.688442211055278,117.3960010987252
7.788944723618091,104.5508995739228
7.8894472361809065,109.03567494150126
7.989949748743719,131.8199846257508
8.090452261306535,133.9030982611185
8.190954773869347,115.76243244633426
8.291457286432163,148.67089831189872
8.391959798994975,116.97105510838607
8.49246231155779,127.48853059435677
8.592964824120603,140.5228677274984
8.693467336683419,136.01038302887196
8.793969849246231,152.2930242916079
8.894472361809047,167.66913741840017
8.99497487437186,145.36431326145083
9.095477386934675,158.27417655219276
9.195979899497488,148.89648890312873
9.296482412060303,159.4305719416893
9.396984924623116,156.171896051106
9.497487437185931,183.05684425151284
9.597989949748744,170.4106910233073
9.69849246231156,192.10347563961005
9.798994974874372,192.58394437096982
9.899497487437188,198.8268075553395
10.0,182.1880032293306
